YEAR,temp_above_90,humidity_above_90,humidity_below_10,U_Wet-Hot,U_Dry-Hot,Name,,YEAR2,temp_above_90,humidity_above_90,humidity_below_10,R_Wet-Hot,R_Dry-Hot,Name2
1999,26,13,15,7,1,y1_2,,1999,24,12,14,7,0,y1_2
2000,22,10,16,4,3,y1_2,,2000,22,8,15,4,3,y1_2
2001,18,13,8,5,1,y1_2,,2001,19,13,9,5,0,y1_2
2002,24,13,17,7,1,y1_2,,2002,21,11,17,4,1,y1_2
2003,7,10,28,5,0,y1_2,,2003,7,10,25,4,0,y1_2
2004,9,11,7,3,0,y1_2,,2004,9,11,9,3,0,y1_2
2005,20,17,13,8,0,y1_2,,2005,21,18,12,8,0,y1_2
2006,16,12,12,6,0,y1_2,,2006,13,14,14,5,0,y1_2
2007,20,17,9,7,0,y1_2,,2007,20,18,9,7,0,y1_2
2008,6,19,10,5,0,y1_2,,2008,6,21,10,5,0,y1_2
2009,18,10,20,3,2,y1_2,,2009,17,10,23,3,2,y1_2
2010,22,24,14,11,1,y1_2,,2010,21,26,13,11,1,y1_2
2011,3,14,14,2,0,y1_2,,2011,3,15,13,3,0,y1_2
2012,13,14,7,7,0,y1_2,,2012,13,14,9,7,0,y1_2
2013,32,40,9,20,0,y1_2,,2013,34,41,11,22,0,y1_2
2014,23,4,24,0,6,y1_2,,2014,21,6,23,1,5,y1_2
2015,18,4,19,0,3,y1_2,,2015,19,4,20,1,3,y1_2
2016,36,21,18,13,2,y1_2,,2016,36,22,24,13,2,y1_2
2017,44,20,19,13,2,y1_2,,2017,44,19,19,12,3,y1_2
2018,35,30,7,16,0,y1_2,,2018,33,30,6,16,0,y1_2
2019,40,14,26,5,5,y1_2,,2019,38,12,28,5,3,y1_2
2020,15,21,9,8,1,y1_2,,2020,15,21,8,8,1,y1_2
2021,16,23,12,6,0,y1_2,,2021,13,19,12,5,0,y1_2
2022,33,30,17,13,2,y1_2,,2022,32,31,19,12,2,y1_2
1981,12,18,23,7,0,y2,,1981,12,19,22,7,0,y2
1982,7,11,24,3,0,y2,,1982,7,11,24,3,0,y2
1983,12,15,13,5,0,y2,,1983,12,14,13,4,0,y2
1984,9,10,6,6,0,y2,,1984,9,10,7,6,0,y2
1985,8,13,0,8,0,y2,,1985,8,12,0,7,0,y2
1986,9,9,22,2,0,y2,,1986,9,9,21,2,0,y2
1987,8,14,23,8,0,y2,,1987,8,13,24,8,0,y2
1988,20,22,14,17,0,y2,,1988,19,23,14,17,0,y2
1989,4,9,18,4,0,y2,,1989,4,9,19,4,0,y2
1990,16,28,3,12,0,y2,,1990,14,30,3,11,0,y2
1991,6,12,14,4,0,y2,,1991,6,11,15,4,0,y2
1992,13,14,25,5,0,y2,,1992,13,13,25,5,0,y2
1993,5,10,20,3,0,y2,,1993,5,10,19,3,0,y2
1994,33,18,13,12,0,y2,,1994,33,19,13,12,0,y2
1995,19,16,13,9,0,y2,,1995,19,15,13,9,0,y2
1996,4,9,9,4,0,y2,,1996,4,9,9,4,0,y2
1997,13,10,27,6,0,y2,,1997,13,10,25,6,0,y2
1998,15,23,4,11,0,y2,,1998,15,22,5,9,0,y2
1999,12,12,17,7,0,y2,,1999,12,12,18,7,0,y2
2000,12,9,11,1,0,y2,,2000,11,9,8,1,0,y2
2001,21,9,12,4,0,y2,,2001,22,8,12,3,0,y2
2002,13,8,17,4,0,y2,,2002,14,9,16,6,0,y2
2003,15,18,14,12,0,y2,,2003,15,17,15,11,0,y2
2004,14,9,18,5,0,y2,,2004,15,9,20,5,1,y2
2005,28,19,13,12,4,y2,,2005,29,20,14,13,4,y2
2006,22,13,13,8,0,y2,,2006,23,16,13,11,0,y2
2007,27,22,7,12,0,y2,,2007,27,22,7,12,0,y2
2008,15,16,10,7,0,y2,,2008,14,15,9,7,0,y2
2009,19,13,23,8,2,y2,,2009,19,14,22,9,2,y2
2010,23,28,3,15,0,y2,,2010,23,29,3,16,0,y2
2011,19,20,22,11,0,y2,,2011,20,20,21,11,0,y2
2012,14,10,10,2,0,y2,,2012,12,6,11,2,0,y2
2013,44,18,15,9,0,y2,,2013,45,19,14,10,0,y2
2014,13,7,12,2,2,y2,,2014,12,9,12,2,2,y2
2015,9,6,13,3,0,y2,,2015,10,6,11,3,0,y2
2016,23,30,7,18,0,y2,,2016,25,30,8,20,0,y2
2017,33,19,14,14,2,y2,,2017,33,19,14,14,2,y2
2018,19,30,4,12,0,y2,,2018,20,29,4,12,0,y2
2019,9,14,15,6,0,y2,,2019,9,14,17,6,0,y2
2020,19,26,13,11,0,y2,,2020,19,26,13,11,0,y2
2021,18,22,4,11,0,y2,,2021,17,22,4,10,0,y2
2022,37,24,14,15,0,y2,,2022,37,27,15,17,0,y2
1981,14,14,23,5,0,y4,,1981,13,14,21,6,0,y3
1982,11,10,23,4,0,y4,,1982,11,10,24,4,0,y3
1983,12,10,16,2,0,y4,,1983,12,9,16,2,0,y3
1984,10,12,11,6,0,y4,,1984,8,13,12,5,0,y3
1985,8,12,3,7,0,y4,,1985,8,13,3,8,0,y3
1986,8,10,17,3,0,y4,,1986,8,9,17,3,0,y3
1987,11,15,30,10,0,y4,,1987,11,15,30,10,0,y3
1988,21,21,17,15,0,y4,,1988,20,22,16,15,0,y3
1989,5,12,21,5,0,y4,,1989,5,13,21,5,0,y3
1990,19,23,8,11,0,y4,,1990,18,24,7,11,0,y3
1991,8,15,14,5,0,y4,,1991,8,15,16,5,0,y3
1992,17,12,20,7,0,y4,,1992,18,12,20,8,0,y3
1993,7,12,23,7,0,y4,,1993,7,10,23,7,0,y3
1994,28,20,12,14,0,y4,,1994,28,19,11,14,0,y3
1995,16,16,11,8,0,y4,,1995,17,15,11,8,0,y3
1996,7,11,14,4,0,y4,,1996,5,10,14,4,0,y3
1997,10,9,25,3,0,y4,,1997,11,10,27,4,0,y3
1998,16,16,5,6,0,y4,,1998,16,15,5,6,0,y3
1999,11,16,18,11,0,y4,,1999,12,13,19,12,0,y3
2000,13,11,8,2,0,y4,,2000,13,12,7,2,0,y3
2001,12,7,13,1,0,y4,,2001,13,8,13,3,0,y3
2002,11,9,14,5,0,y4,,2002,13,9,13,6,0,y3
2003,18,26,12,14,0,y4,,2003,18,26,12,14,0,y3
2004,15,11,17,7,0,y4,,2004,15,9,17,6,0,y3
2005,35,16,10,12,1,y4,,2005,34,16,13,12,2,y3
2006,17,17,11,9,0,y4,,2006,16,16,12,8,0,y3
2007,20,21,4,10,0,y4,,2007,19,20,4,10,0,y3
2008,13,21,8,7,0,y4,,2008,13,20,9,7,0,y3
2009,22,11,17,7,1,y4,,2009,20,11,17,6,1,y3
2010,22,20,4,15,0,y4,,2010,22,22,5,17,0,y3
2011,20,18,24,9,0,y4,,2011,20,19,22,10,0,y3
2012,13,9,14,4,0,y4,,2012,15,9,13,5,0,y3
2013,41,12,15,7,0,y4,,2013,42,12,15,7,0,y3
2014,11,12,12,3,0,y4,,2014,11,12,11,3,0,y3
2015,4,7,11,1,0,y4,,2015,4,6,11,1,0,y3
2016,16,23,9,12,0,y4,,2016,14,26,9,12,0,y3
2017,20,18,7,9,0,y4,,2017,20,17,7,9,0,y3
2018,15,28,5,10,0,y4,,2018,14,26,5,9,0,y3
2019,16,6,19,2,0,y4,,2019,16,7,21,3,0,y3
2020,18,25,11,9,0,y4,,2020,19,21,12,9,0,y3
2021,20,25,2,11,0,y4,,2021,21,23,2,12,0,y3
2022,31,15,14,8,0,y4,,2022,32,14,14,8,0,y3
1981,16,18,23,9,0,y5,,1981,17,18,21,8,0,y5
1982,7,8,19,2,0,y5,,1982,7,9,18,1,0,y5
1983,6,12,13,3,0,y5,,1983,6,14,13,3,0,y5
1984,6,15,14,3,0,y5,,1984,8,15,16,4,0,y5
1985,7,12,7,3,0,y5,,1985,8,14,6,4,0,y5
1986,12,12,10,5,0,y5,,1986,12,12,13,4,0,y5
1987,4,16,22,4,0,y5,,1987,4,16,20,4,0,y5
1988,24,16,9,7,0,y5,,1988,23,15,10,6,0,y5
1989,8,10,22,3,0,y5,,1989,9,12,23,4,0,y5
1990,23,10,12,6,1,y5,,1990,21,9,13,6,0,y5
1991,8,17,17,6,0,y5,,1991,8,16,19,6,0,y5
1992,6,12,21,3,0,y5,,1992,11,12,20,5,0,y5
1993,3,11,16,2,0,y5,,1993,3,11,16,1,0,y5
1994,15,22,7,10,0,y5,,1994,16,22,9,10,0,y5
1995,19,23,7,13,0,y5,,1995,19,24,8,13,0,y5
1996,2,15,7,2,0,y5,,1996,2,13,8,1,0,y5
1997,12,12,27,6,0,y5,,1997,14,13,27,5,0,y5
1998,14,23,7,8,0,y5,,1998,14,22,8,7,0,y5
1999,12,16,17,12,0,y5,,1999,11,16,18,11,0,y5
2000,10,12,13,2,0,y5,,2000,10,14,15,3,0,y5
2001,23,6,27,3,0,y5,,2001,19,4,20,3,0,y5
2002,16,14,18,7,0,y5,,2002,15,14,18,7,0,y5
2003,20,12,12,8,0,y5,,2003,22,10,11,7,0,y5
2004,14,6,20,3,0,y5,,2004,11,7,17,3,0,y5
2005,32,13,14,8,0,y5,,2005,32,13,12,8,0,y5
2006,38,16,17,11,1,y5,,2006,33,22,14,13,0,y5
2007,16,17,9,5,0,y5,,2007,15,17,6,5,0,y5
2008,17,11,18,6,1,y5,,2008,18,9,14,6,0,y5
2009,29,18,11,14,0,y5,,2009,28,16,12,12,0,y5
2010,28,28,9,19,0,y5,,2010,28,27,10,17,0,y5
2011,27,14,28,10,1,y5,,2011,23,12,37,6,1,y5
2012,16,9,10,1,0,y5,,2012,15,9,13,2,1,y5
2013,47,19,12,11,0,y5,,2013,42,19,13,10,0,y5
2014,7,12,13,2,0,y5,,2014,6,13,17,2,0,y5
2015,2,7,18,1,0,y5,,2015,2,8,19,1,0,y5
2016,31,24,16,18,0,y5,,2016,31,26,20,17,0,y5
2017,13,13,5,4,0,y5,,2017,13,15,5,5,0,y5
2018,23,26,2,10,0,y5,,2018,20,25,4,10,0,y5
2019,28,16,9,7,0,y5,,2019,27,15,13,7,0,y5
2020,9,15,11,4,0,y5,,2020,11,14,10,5,0,y5
2021,19,21,5,11,0,y5,,2021,20,22,6,11,0,y5
2022,46,35,10,22,0,y5,,2022,44,34,13,19,0,y5
1981,12,19,16,3,0,y6,,1981,12,19,20,3,0,y6
1982,12,6,24,2,0,y6,,1982,12,8,23,3,0,y6
1983,7,12,12,1,0,y6,,1983,9,11,15,2,0,y6
1984,9,16,5,1,0,y6,,1984,9,16,9,1,0,y6
1985,7,11,12,1,1,y6,,1985,8,9,8,1,1,y6
1986,11,10,17,0,0,y6,,1986,10,8,17,1,0,y6
1987,16,9,18,1,2,y6,,1987,18,8,17,0,1,y6
1988,5,21,8,1,0,y6,,1988,6,19,9,1,0,y6
1989,6,13,27,2,0,y6,,1989,6,12,25,2,0,y6
1990,14,4,14,0,1,y6,,1990,14,4,13,0,0,y6
1991,18,11,20,3,0,y6,,1991,19,13,19,3,0,y6
1992,5,23,1,0,0,y6,,1992,4,24,1,0,0,y6
1993,5,4,17,1,0,y6,,1993,4,5,12,0,0,y6
1994,9,15,10,2,0,y6,,1994,8,15,12,1,0,y6
1995,12,16,34,1,4,y6,,1995,11,17,35,1,4,y6
1996,8,21,8,1,0,y6,,1996,9,21,11,1,1,y6
1997,24,16,20,2,2,y6,,1997,25,15,20,2,2,y6
1998,23,21,10,4,2,y6,,1998,23,23,12,4,4,y6
1999,24,18,14,4,1,y6,,1999,23,16,13,3,1,y6
2000,25,16,15,4,3,y6,,2000,23,18,14,4,3,y6
2001,17,9,12,0,1,y6,,2001,16,9,11,0,1,y6
2002,21,31,5,4,0,y6,,2002,21,32,4,3,0,y6
2003,12,20,12,4,0,y6,,2003,11,20,11,3,0,y6
2004,5,7,12,0,0,y6,,2004,5,6,7,0,0,y6
2005,31,13,26,2,5,y6,,2005,31,12,24,1,4,y6
2006,23,27,12,7,2,y6,,2006,24,25,12,8,2,y6
2007,15,16,11,2,1,y6,,2007,15,17,10,2,1,y6
2008,19,12,20,1,2,y6,,2008,21,11,20,1,3,y6
2009,19,12,28,2,2,y6,,2009,16,12,28,2,2,y6
2010,17,21,10,9,0,y6,,2010,19,21,11,10,0,y6
2011,18,11,22,2,2,y6,,2011,19,14,19,2,2,y6
2012,13,22,16,1,1,y6,,2012,14,20,17,1,1,y6
2013,35,28,19,7,4,y6,,2013,34,26,16,6,2,y6
2014,13,8,21,0,2,y6,,2014,13,14,16,1,3,y6
2015,14,6,30,0,2,y6,,2015,13,6,26,0,0,y6
2016,15,22,8,2,1,y6,,2016,16,23,8,3,1,y6
2017,43,9,14,5,3,y6,,2017,39,13,12,7,4,y6
2018,21,46,17,8,0,y6,,2018,19,46,15,6,0,y6
2019,19,17,19,2,1,y6,,2019,17,17,15,3,1,y6
2020,20,13,15,1,2,y6,,2020,21,10,14,1,4,y6
2021,34,14,26,5,5,y6,,2021,28,15,28,3,4,y6
2022,38,28,19,12,2,y6,,2022,36,27,20,12,2,y6
1981,21,17,14,6,0,y7,,1981,22,18,14,9,0,y7
1982,5,14,17,2,0,y7,,1982,6,13,13,2,0,y7
1983,11,15,13,3,0,y7,,1983,13,18,13,4,0,y7
1984,7,20,12,5,0,y7,,1984,8,18,11,5,0,y7
1985,10,17,6,6,0,y7,,1985,9,17,5,6,0,y7
1986,9,11,13,1,0,y7,,1986,11,11,16,1,0,y7
1987,7,15,23,6,0,y7,,1987,8,14,23,6,0,y7
1988,22,18,13,9,1,y7,,1988,23,17,12,9,1,y7
1989,9,13,22,2,0,y7,,1989,9,12,22,2,0,y7
1990,20,14,12,3,0,y7,,1990,18,13,13,1,0,y7
1991,11,19,17,7,0,y7,,1991,11,22,17,8,0,y7
1992,18,3,28,1,0,y7,,1992,16,2,30,1,0,y7
1993,6,5,15,3,0,y7,,1993,5,6,15,3,0,y7
1994,16,32,9,8,0,y7,,1994,16,34,9,8,0,y7
1995,17,11,12,2,2,y7,,1995,18,11,12,2,2,y7
1996,5,11,8,2,0,y7,,1996,5,13,8,2,0,y7
1997,5,13,25,0,0,y7,,1997,5,15,25,0,0,y7
1998,11,23,8,6,0,y7,,1998,10,24,8,5,0,y7
1999,11,24,20,9,0,y7,,1999,12,21,20,9,0,y7
2000,18,12,12,5,0,y7,,2000,19,11,11,5,0,y7
2001,20,1,11,0,0,y7,,2001,19,1,11,0,0,y7
2002,12,21,22,9,0,y7,,2002,12,20,21,8,0,y7
2003,22,12,8,3,0,y7,,2003,22,10,10,3,1,y7
2004,14,12,13,6,0,y7,,2004,14,11,16,5,0,y7
2005,26,14,16,8,0,y7,,2005,25,14,16,7,0,y7
2006,31,12,15,6,0,y7,,2006,31,14,16,5,0,y7
2007,18,18,9,8,0,y7,,2007,18,17,8,6,0,y7
2008,14,18,13,9,0,y7,,2008,14,16,13,9,0,y7
2009,36,12,17,5,4,y7,,2009,35,11,16,2,4,y7
2010,23,23,8,8,0,y7,,2010,23,21,9,9,0,y7
2011,16,10,31,4,0,y7,,2011,15,10,30,4,0,y7
2012,15,17,11,3,0,y7,,2012,14,18,13,2,0,y7
2013,38,19,33,10,12,y7,,2013,40,18,34,9,12,y7
2014,6,23,14,4,0,y7,,2014,5,26,12,4,0,y7
2015,7,13,21,4,0,y7,,2015,6,13,22,4,0,y7
2016,20,26,18,12,0,y7,,2016,21,28,17,13,0,y7
2017,18,16,12,5,1,y7,,2017,17,19,11,6,1,y7
2018,26,24,5,12,0,y7,,2018,25,25,5,10,0,y7
2019,30,17,25,3,2,y7,,2019,30,15,27,3,2,y7
2020,8,19,6,4,0,y7,,2020,8,22,4,5,0,y7
2021,26,27,5,14,0,y7,,2021,26,28,5,15,0,y7
2022,33,12,21,0,6,y7,,2022,35,11,23,1,7,y7
1981,12,8,29,4,0,z1_1,,1981,13,8,30,4,0,z1_1
1982,13,9,18,5,1,z1_1,,1982,12,9,18,5,0,z1_1
1983,11,16,15,6,0,z1_1,,1983,12,17,15,6,0,z1_1
1984,7,11,14,3,0,z1_1,,1984,8,11,14,3,0,z1_1
1985,5,15,2,4,0,z1_1,,1985,6,13,2,5,0,z1_1
1986,9,10,16,2,0,z1_1,,1986,10,9,17,2,0,z1_1
1987,12,15,15,8,0,z1_1,,1987,12,16,13,8,0,z1_1
1988,15,15,7,10,0,z1_1,,1988,15,16,7,10,0,z1_1
1989,7,10,22,5,0,z1_1,,1989,6,8,23,5,0,z1_1
1990,17,22,5,10,0,z1_1,,1990,16,23,5,9,0,z1_1
1991,6,11,11,1,0,z1_1,,1991,6,13,11,2,0,z1_1
1992,13,9,28,1,2,z1_1,,1992,11,9,27,1,1,z1_1
1993,4,14,13,2,0,z1_1,,1993,4,13,13,2,0,z1_1
1994,32,27,14,20,0,z1_1,,1994,30,26,14,20,0,z1_1
1995,11,18,15,7,0,z1_1,,1995,11,18,17,8,0,z1_1
1996,6,16,16,4,0,z1_1,,1996,6,16,17,4,0,z1_1
1997,17,12,26,10,0,z1_1,,1997,18,14,27,10,0,z1_1
1998,19,22,2,11,0,z1_1,,1998,19,23,2,12,0,z1_1
1999,21,14,15,11,0,z1_1,,1999,19,14,12,9,0,z1_1
2000,12,9,11,1,1,z1_1,,2000,13,8,12,3,2,z1_1
2001,16,12,15,6,0,z1_1,,2001,16,11,15,6,0,z1_1
2002,28,9,21,7,1,z1_1,,2002,27,9,20,7,0,z1_1
2003,14,17,16,11,0,z1_1,,2003,14,17,17,11,0,z1_1
2004,14,8,13,5,0,z1_1,,2004,13,8,15,5,0,z1_1
2005,19,19,13,9,0,z1_1,,2005,21,18,12,9,0,z1_1
2006,19,15,17,9,1,z1_1,,2006,18,14,17,8,1,z1_1
2007,25,19,13,10,0,z1_1,,2007,24,20,12,11,0,z1_1
2008,7,17,10,5,0,z1_1,,2008,9,17,9,7,0,z1_1
2009,17,9,17,5,1,z1_1,,2009,17,10,17,6,1,z1_1
2010,29,26,13,17,0,z1_1,,2010,29,24,14,16,0,z1_1
2011,11,14,19,5,0,z1_1,,2011,11,13,17,5,0,z1_1
2012,19,14,13,7,0,z1_1,,2012,18,13,13,6,0,z1_1
2013,29,37,11,20,0,z1_1,,2013,30,36,11,22,0,z1_1
2014,13,6,13,1,1,z1_1,,2014,13,6,12,1,1,z1_1
2015,14,2,18,1,2,z1_1,,2015,14,2,18,1,2,z1_1
2016,30,21,18,15,0,z1_1,,2016,30,21,16,14,0,z1_1
2017,41,21,12,15,0,z1_1,,2017,39,22,12,16,0,z1_1
2018,35,22,9,12,0,z1_1,,2018,34,23,9,13,0,z1_1
2019,31,6,23,4,0,z1_1,,2019,29,7,21,5,0,z1_1
2020,26,16,9,9,0,z1_1,,2020,26,17,8,9,0,z1_1
2021,15,25,6,10,0,z1_1,,2021,16,25,6,10,0,z1_1
2022,40,26,16,20,1,z1_1,,2022,39,25,16,19,1,z1_1
1981,12,7,28,5,0,z1_2,,1981,11,7,29,4,0,z1_2
1982,13,7,19,5,1,z1_2,,1982,14,10,19,7,0,z1_2
1983,10,18,14,4,0,z1_2,,1983,11,17,14,4,0,z1_2
1984,10,13,12,7,0,z1_2,,1984,9,13,11,6,0,z1_2
1985,5,14,2,5,0,z1_2,,1985,5,13,2,5,0,z1_2
1986,9,8,17,4,0,z1_2,,1986,9,9,17,4,0,z1_2
1987,10,15,15,8,0,z1_2,,1987,11,15,16,9,0,z1_2
1988,13,16,7,8,0,z1_2,,1988,15,15,7,8,0,z1_2
1989,4,8,20,3,0,z1_2,,1989,4,8,20,3,0,z1_2
1990,17,25,5,12,0,z1_2,,1990,17,26,4,12,0,z1_2
1991,6,12,12,2,0,z1_2,,1991,5,11,12,1,0,z1_2
1992,14,8,24,1,1,z1_2,,1992,13,7,24,1,1,z1_2
1993,4,13,12,2,0,z1_2,,1993,3,13,12,2,0,z1_2
1994,34,27,10,19,1,z1_2,,1994,35,26,11,18,1,z1_2
1995,12,20,16,9,0,z1_2,,1995,13,19,15,10,0,z1_2
1996,7,12,18,6,0,z1_2,,1996,7,12,17,6,0,z1_2
1997,17,15,26,10,0,z1_2,,1997,17,16,28,10,1,z1_2
1998,20,22,2,10,0,z1_2,,1998,20,22,2,10,0,z1_2
1999,17,15,14,11,0,z1_2,,1999,16,14,17,11,0,z1_2
2000,12,8,11,2,1,z1_2,,2000,11,7,11,2,1,z1_2
2001,18,13,13,7,1,z1_2,,2001,17,13,14,6,1,z1_2
2002,21,12,20,8,1,z1_2,,2002,21,9,20,6,1,z1_2
2003,15,15,16,11,0,z1_2,,2003,14,17,16,12,0,z1_2
2004,13,9,15,3,0,z1_2,,2004,17,8,15,4,0,z1_2
2005,21,21,13,10,0,z1_2,,2005,22,18,14,8,0,z1_2
2006,20,17,16,7,2,z1_2,,2006,19,17,15,6,2,z1_2
2007,21,24,15,12,0,z1_2,,2007,24,23,13,13,0,z1_2
2008,6,21,9,6,0,z1_2,,2008,6,20,7,6,0,z1_2
2009,18,11,17,7,0,z1_2,,2009,17,10,17,7,0,z1_2
2010,29,22,10,15,0,z1_2,,2010,28,21,12,14,0,z1_2
2011,13,12,18,5,0,z1_2,,2011,12,14,19,6,0,z1_2
2012,14,10,8,4,0,z1_2,,2012,13,8,9,3,0,z1_2
2013,34,33,10,22,0,z1_2,,2013,35,33,10,21,0,z1_2
2014,14,5,17,2,1,z1_2,,2014,14,5,16,2,1,z1_2
2015,8,2,14,1,1,z1_2,,2015,10,2,15,2,1,z1_2
2016,28,23,16,14,0,z1_2,,2016,29,22,15,13,0,z1_2
2017,34,22,12,16,0,z1_2,,2017,34,21,13,15,0,z1_2
2018,28,25,8,16,0,z1_2,,2018,29,25,7,16,0,z1_2
2019,23,7,19,3,0,z1_2,,2019,22,7,18,3,0,z1_2
2020,26,17,6,10,0,z1_2,,2020,24,18,7,9,0,z1_2
2021,16,19,6,10,0,z1_2,,2021,16,20,6,10,0,z1_2
2022,37,26,17,19,1,z1_2,,2022,36,26,16,19,0,z1_2
1981,6,7,22,1,0,z2,,1981,6,10,18,1,0,z2
1982,5,9,13,1,0,z2,,1982,6,9,14,1,0,z2
1983,26,22,11,6,3,z2,,1983,28,18,11,6,2,z2
1984,3,3,25,1,0,z2,,1984,5,3,27,1,0,z2
1985,3,10,20,1,0,z2,,1985,3,6,21,1,0,z2
1986,13,21,14,5,0,z2,,1986,12,23,13,6,0,z2
1987,16,29,11,7,0,z2,,1987,13,32,10,5,0,z2
1988,23,19,21,4,0,z2,,1988,22,17,20,4,0,z2
1989,7,16,14,1,0,z2,,1989,7,14,14,1,0,z2
1990,18,19,16,11,1,z2,,1990,19,20,16,9,1,z2
1991,19,14,19,2,1,z2,,1991,20,12,18,2,0,z2
1992,13,19,20,7,0,z2,,1992,12,19,23,7,0,z2
1993,17,18,4,6,0,z2,,1993,16,17,5,6,0,z2
1994,11,8,14,3,0,z2,,1994,13,9,15,4,0,z2
1995,10,14,10,3,0,z2,,1995,10,11,10,2,0,z2
1996,11,5,13,2,2,z2,,1996,13,5,16,2,2,z2
1997,9,7,26,2,1,z2,,1997,9,6,24,3,1,z2
1998,40,27,13,9,3,z2,,1998,44,27,12,10,3,z2
1999,5,15,13,1,0,z2,,1999,7,12,13,2,0,z2
2000,10,7,16,2,0,z2,,2000,10,9,20,2,0,z2
2001,8,14,6,3,0,z2,,2001,9,13,5,3,0,z2
2002,4,13,15,1,0,z2,,2002,4,12,16,1,0,z2
2003,20,13,10,5,1,z2,,2003,16,14,10,5,1,z2
2004,17,12,27,3,2,z2,,2004,14,13,25,3,2,z2
2005,28,10,8,4,0,z2,,2005,27,11,9,5,0,z2
2006,9,18,18,2,0,z2,,2006,8,17,17,3,0,z2
2007,28,10,13,2,0,z2,,2007,27,14,13,5,0,z2
2008,18,11,13,6,0,z2,,2008,19,12,11,7,0,z2
2009,16,19,6,9,0,z2,,2009,17,18,4,10,0,z2
2010,32,38,8,13,3,z2,,2010,32,38,7,14,3,z2
2011,18,18,22,7,0,z2,,2011,21,15,24,5,0,z2
2012,20,31,15,12,0,z2,,2012,21,30,16,15,0,z2
2013,18,20,15,13,0,z2,,2013,17,19,15,12,0,z2
2014,41,49,8,26,0,z2,,2014,39,54,8,27,0,z2
2015,58,41,21,26,4,z2,,2015,55,42,16,24,2,z2
2016,35,42,4,21,0,z2,,2016,34,43,4,23,0,z2
2017,37,42,7,24,0,z2,,2017,36,45,6,26,0,z2
2018,29,19,4,6,0,z2,,2018,28,19,5,6,0,z2
2019,50,62,10,33,0,z2,,2019,49,64,9,34,0,z2
2020,71,35,9,19,8,z2,,2020,75,33,10,18,10,z2
2021,60,32,15,18,9,z2,,2021,60,34,12,20,6,z2
2022,26,29,17,12,0,z2,,2022,26,23,16,9,0,z2
1981,10,12,16,3,0,z3,,1981,11,14,14,5,0,z3
1982,7,10,15,2,0,z3,,1982,7,8,18,2,0,z3
1983,10,17,17,2,3,z3,,1983,11,18,15,3,2,z3
1984,8,10,10,0,0,z3,,1984,8,6,12,0,0,z3
1985,0,16,8,0,0,z3,,1985,0,14,8,0,0,z3
1986,8,7,12,0,1,z3,,1986,8,7,12,0,1,z3
1987,13,15,16,3,1,z3,,1987,15,15,17,2,0,z3
1988,8,20,9,2,1,z3,,1988,10,24,9,3,0,z3
1989,9,7,29,0,0,z3,,1989,6,8,32,0,0,z3
1990,5,12,9,1,0,z3,,1990,6,12,7,0,1,z3
1991,19,18,13,0,1,z3,,1991,20,17,15,1,1,z3
1992,8,10,5,0,0,z3,,1992,9,11,8,0,0,z3
1993,11,6,22,1,3,z3,,1993,10,7,20,1,0,z3
1994,14,32,8,1,1,z3,,1994,13,32,9,0,1,z3
1995,2,10,18,0,0,z3,,1995,2,12,17,1,0,z3
1996,1,10,9,0,0,z3,,1996,2,7,8,0,0,z3
1997,24,16,17,7,1,z3,,1997,26,16,19,7,1,z3
1998,18,30,8,9,0,z3,,1998,19,30,9,9,0,z3
1999,26,17,11,4,0,z3,,1999,28,17,8,4,0,z3
2000,31,17,17,3,2,z3,,2000,31,17,17,3,2,z3
2001,29,5,19,1,8,z3,,2001,26,4,14,0,2,z3
2002,25,18,15,10,3,z3,,2002,24,17,12,8,3,z3
2003,6,28,10,2,0,z3,,2003,8,30,13,3,0,z3
2004,7,10,9,0,0,z3,,2004,7,10,11,2,0,z3
2005,17,13,16,4,3,z3,,2005,17,13,16,6,1,z3
2006,17,18,16,1,1,z3,,2006,10,20,14,1,1,z3
2007,33,10,21,3,5,z3,,2007,35,9,20,2,4,z3
2008,18,13,15,4,3,z3,,2008,18,12,17,3,3,z3
2009,27,9,37,2,10,z3,,2009,27,8,39,1,9,z3
2010,24,10,16,2,3,z3,,2010,24,13,15,3,2,z3
2011,14,10,24,3,1,z3,,2011,14,11,21,3,1,z3
2012,16,16,14,2,0,z3,,2012,16,14,18,3,0,z3
2013,14,24,12,3,1,z3,,2013,17,25,13,3,0,z3
2014,12,13,27,0,1,z3,,2014,13,9,27,0,1,z3
2015,11,9,14,0,1,z3,,2015,10,7,16,0,1,z3
2016,11,20,11,2,0,z3,,2016,13,21,13,2,1,z3
2017,23,20,12,3,0,z3,,2017,26,21,15,4,0,z3
2018,23,39,13,8,5,z3,,2018,23,36,15,9,2,z3
2019,24,14,21,2,0,z3,,2019,29,10,21,2,0,z3
2020,8,8,6,1,0,z3,,2020,9,8,6,1,1,z3
2021,1,20,9,0,0,z3,,2021,2,24,12,1,0,z3
2022,30,21,23,7,1,z3,,2022,31,24,21,8,0,z3
1981,13,11,24,3,0,z4_1,,1981,14,10,23,2,0,z4_1
1982,9,7,13,3,0,z4_1,,1982,11,8,14,4,0,z4_1
1983,6,12,11,2,0,z4_1,,1983,6,13,13,2,0,z4_1
1984,4,13,14,3,0,z4_1,,1984,4,14,13,3,0,z4_1
1985,3,16,4,1,0,z4_1,,1985,4,16,5,3,0,z4_1
